lon,lat,flaeche,kaltmiete,europrom2
12.3674029,51.3579138,524.53,5017.81,9.5662974472385
12.40771035,51.3306059,294.35,1815.00,6.166128758281
12.4020084,51.3079112,215.76,1335.00,6.1874304783092
12.36613,51.36913,386.00,1905.00,4.9352331606218
12.364794427319,51.367712687446,157.00,878.00,5.5923566878981
12.3470466,51.367965,198.00,1117.00,5.6414141414141
12.4034097,51.3655039,476.80,2291.00,4.8049496644295
12.2677688,51.3202094,173.24,845.00,4.877626414223
12.3427739,51.3296464,204.37,1199.00,5.8668101971914
12.3794494,51.3221219,169.00,1090.00,6.4497041420118
12.3661171,51.3637429,132.40,1528.00,11.540785498489
12.4048239,51.3004511,261.18,1160.00,4.4413814227736
12.3346014,51.3707247,126.83,672.00,5.2984309705906
12.3261589,51.3434455,176.22,800.00,4.5397798206787
12.311895207357,51.3441234,111.10,640.00,5.7605760576058
12.3548376,51.3492349,200.54,1285.00,6.4076992121273
12.4615513,51.3516869,856.93,3544.00,4.1356936972682
12.4085437,51.3563016,204.00,1000.00,4.9019607843137
12.2727013,51.324151,190.61,760.00,3.9871989927076
12.422195118878,51.32078965,300.58,1479.00,4.9204870583538
12.3932658,51.3336191,472.77,4796.74,10.146032954714
12.3888303,51.363037,201.89,992.32,4.915151815345
12.407738,51.3390775,231.00,1099.00,4.7575757575758
12.42593,51.34269,209.00,1160.00,5.5502392344498
12.355738983361,51.3445195,145.14,980.00,6.7521014193193
12.4119677,51.3529895,525.00,2996.00,5.7066666666667
12.36208,51.34043,430.00,3932.00,9.1441860465116
12.4087793,51.345028,186.80,660.00,3.5331905781585
12.3824962,51.3642355,191.20,1105.00,5.7792887029289
12.3874631,51.3598909,136.60,721.00,5.2781844802343
12.4410021,51.3336467,249.22,1409.00,5.6536393547869
12.29949,51.35653,176.62,980.00,5.5486354886196
12.40495875,51.329853375,304.00,1804.00,5.9342105263158
12.3739594,51.3316392,406.00,2110.00,5.1970443349754
12.3671976705465,51.34329745,179.86,1040.54,5.7852774380073
12.380913697834,51.32081375,575.00,3289.00,5.72
12.3636613,51.330198,85.42,431.00,5.0456567548583
12.409092,51.357548,302.00,1570.00,5.1986754966887
12.4171609099982,51.3815007,81.21,439.50,5.411895086812
12.4058179,51.3779606,245.40,1241.07,5.0573349633252
12.4361808,51.33123,135.87,771.00,5.6745418414661
12.32786,51.3187,348.80,1674.00,4.7993119266055
12.409272,51.3392706,169.71,789.00,4.6491073006894
12.3504104,51.3644145,441.37,2350.00,5.3243310601083
12.2884418,51.3546807,152.00,850.00,5.5921052631579
12.4101677,51.3561412,448.56,2685.00,5.9858212948101
12.35947,51.34104,150.17,1328.00,8.8433109142971
12.3869873,51.3368359,343.81,2450.00,7.1260289113173
12.3746493,51.3503507,552.99,3322.00,6.0073419049169
12.3175447,51.370872,216.00,1150.00,5.3240740740741
12.2680739888889,51.3253760888889,190.40,846.00,4.4432773109244
12.3638026,51.3719726,242.89,1320.00,5.4345588538021
12.2623301,51.3118587,319.48,1417.66,4.4373982721923
12.32723,51.31918,292.32,1734.00,5.931855500821
12.357635572164,51.3619395,166.00,991.00,5.9698795180723
12.37316632049,51.3237902,178.00,1211.00,6.8033707865169
12.32606,51.33244,178.15,835.00,4.6870614650575
12.35731,51.34386,321.00,2349.00,7.3177570093458
12.3708094,51.3759723,200.20,1092.00,5.4545454545455
12.3771468498136,51.3164802,143.97,917.00,6.3693825102452
12.328897,51.3406082,217.00,1185.00,5.4608294930876
12.32525,51.31679,344.80,1840.00,5.3364269141531
12.416163924907,51.32281355,211.17,1279.00,6.0567315433063
12.3835587,51.3632913,270.29,1640.00,6.067557068334
12.41756,51.37551,174.00,920.00,5.2873563218391
12.3602112,51.3420664,282.80,1680.00,5.9405940594059
12.4143258202022,51.37693135,480.20,2206.22,4.5943773427738
12.3239,51.33279,233.00,1631.00,7
12.3568797022614,51.36425955,215.18,1075.00,4.9958174551538
12.38586,51.37537,371.57,2923.94,7.869149823721
12.3986351,51.3469657,180.00,924.00,5.1333333333333
