name,Zentrum,Zentrum-Ost,Zentrum-Südost,Zentrum-Süd,Zentrum-West,Zentrum-Nordwest,Zentrum-Nord,Schönefeld-Abtnaundorf,Schönefeld-Ost,Mockau-Süd,Mockau-Nord,Thekla,Plaußg-Portitz,Neustadt-Neuschönefeld,Volkmarsdorf,Anger-Crottendorf,Sellerhausen-Stünz,Paunsdorf,Heiterblick,Mölkau,Engelsdorf,Baalsdorf,Althen-Kleinpösna,Reudnitz-Thonberg,Stötteritz,Probstheida,Meusdorf,Liebertwolkwitz,Holzhausen,Südvorstadt,Connewitz,Marienbrunn,Lößnig,Dölitz-Dösen,Schleußig,Plagwitz,Kleinzschocher,Großzschocher,Knautkleeberg-Knauthain,Hartmannsdorf-Knautnaundorf,Schönau,Grünau-Ost,Grünau-Mitte,Grünau-Siedlung,Lausen-Grünau,Grünau-Nord,Miltitz,Lindenau,Altlindenau,Neulindenau,Leutzsch,Böhlitz-Ehrenberg,Burghausen-Rückmarsdorf,Möckern,Wahren,Lützschena-Stahmeln,Lindenthal,Gohlis-Süd,Gohlis-Mitte,Gohlis-Nord,Eutritzsch,Seehausen,Wiederitzsch
Heiterblick,0,0,0,.,0,7,3,7,9,.,.,.,.,8,8,3,24,67,56,4,14,0,0,15,3,.,3,0,0,7,.,.,.,.,3,0,.,.,0,0,0,.,0,0,.,.,0,0,.,0,.,.,.,.,.,0,.,.,3,0,0,0,.
Mölkau,0,.,.,7,3,0,4,3,.,7,.,3,0,4,3,9,15,4,3,70,7,3,8,10,21,.,0,3,5,8,9,.,.,0,6,.,.,0,0,0,0,0,.,0,.,0,0,3,.,.,.,0,.,8,3,0,0,5,4,0,3,0,.
Engelsdorf,0,0,6,6,4,.,0,7,19,.,5,0,4,4,8,21,28,56,20,13,237,10,14,11,13,0,0,.,4,6,5,4,5,.,.,3,.,.,0,.,0,4,4,0,3,.,0,.,7,0,.,.,.,6,.,.,.,9,14,0,3,5,.
Baalsdorf,0,0,0,0,0,0,0,3,0,0,.,0,0,0,0,4,0,10,3,17,13,9,3,4,12,0,.,0,7,6,0,0,.,0,3,0,0,0,0,0,0,.,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,3,0,.,3,0
Althen-Kleinpösna,0,0,3,3,.,0,0,0,.,0,.,.,4,.,.,.,10,6,4,4,12,3,16,7,6,.,.,0,0,0,0,0,4,0,0,.,0,.,0,0,0,0,.,0,0,0,0,0,.,0,0,0,0,4,0,0,0,0,3,.,7,0,.
Reudnitz-Thonberg,15,32,154,69,46,29,30,56,17,8,11,6,0,105,61,147,30,33,5,11,15,4,3,593,133,20,10,8,12,140,62,15,41,13,29,47,19,5,4,0,7,18,15,.,22,7,3,24,48,14,10,12,.,21,7,.,12,42,38,5,24,0,4
Stötteritz,6,9,45,16,5,17,15,25,6,7,5,6,0,27,30,48,24,24,5,12,15,.,.,155,477,24,23,20,27,44,36,19,26,8,20,20,17,5,.,0,.,6,11,5,5,3,0,20,23,.,8,3,0,14,8,4,6,32,32,8,7,0,.
Probstheida,0,8,8,8,12,.,9,3,3,.,.,0,0,5,.,10,8,9,0,3,7,0,0,23,43,85,20,13,13,25,11,9,17,3,3,.,7,4,0,0,0,0,.,3,.,6,0,.,3,.,0,0,0,4,.,0,.,7,7,.,3,.,.
Meusdorf,0,.,3,.,3,0,.,4,.,0,.,.,0,6,.,7,0,3,0,.,4,.,0,8,13,13,32,4,.,.,9,.,8,10,0,0,.,6,0,0,.,0,0,0,.,0,0,.,.,.,3,0,.,4,.,.,0,.,4,.,3,0,0
Liebertwolkwitz,0,0,0,.,3,10,4,5,.,.,.,.,0,.,4,6,0,5,.,4,0,.,.,12,15,6,10,138,16,5,0,0,.,8,.,4,0,0,0,0,0,3,0,.,0,0,0,0,11,0,0,.,0,3,.,0,0,6,3,0,3,.,0
Holzhausen,0,.,9,0,6,4,0,5,6,0,.,.,0,3,7,6,5,5,0,11,5,15,.,17,41,13,3,24,134,4,8,0,3,0,8,6,0,.,0,0,0,0,0,0,.,3,0,6,.,0,.,0,0,5,0,.,.,7,.,0,8,0,0
Südvorstadt,11,11,101,200,74,52,52,16,4,4,8,.,0,45,17,40,11,13,.,3,4,.,0,118,51,12,5,3,12,905,263,29,33,11,68,48,22,10,3,0,3,11,7,.,14,4,.,22,35,11,19,8,5,17,6,.,.,46,18,5,21,.,9
Connewitz,7,6,59,76,29,12,17,12,.,5,5,4,0,23,11,24,10,7,0,.,3,3,.,48,30,.,5,0,7,368,787,27,38,38,29,39,14,4,5,.,5,3,6,.,7,4,.,25,27,5,19,5,.,6,3,.,0,20,16,5,9,.,4
Marienbrunn,.,.,15,7,6,0,5,4,0,.,3,.,0,3,4,8,7,.,.,0,.,.,0,23,22,11,.,0,.,30,55,90,53,12,3,3,6,0,.,0,0,3,5,0,3,.,0,.,.,0,.,.,0,3,0,.,0,7,.,.,.,0,.
Lößnig,.,5,30,4,5,.,6,9,.,0,6,.,0,13,6,9,6,6,.,0,.,0,.,14,16,11,11,.,5,50,61,39,325,35,11,4,8,3,0,.,.,24,7,.,9,10,0,.,10,.,.,3,0,.,.,0,0,9,9,.,4,.,4
Dölitz-Dösen,0,0,.,8,9,.,0,.,.,.,0,.,0,3,.,4,5,.,.,.,.,.,.,13,5,4,.,10,.,27,45,7,36,75,7,.,.,.,.,0,.,3,0,0,.,4,0,3,3,3,0,0,.,6,.,.,0,11,4,.,3,.,0
Schleußig,4,4,23,40,40,26,14,4,.,.,.,0,0,19,7,15,.,4,0,3,.,0,.,43,5,.,0,0,.,108,45,.,.,.,353,147,25,16,10,0,3,.,7,3,3,.,.,32,28,7,10,0,3,3,.,.,0,19,13,0,11,0,.
Plagwitz,7,26,38,73,65,37,32,21,6,4,4,.,0,33,13,22,8,10,.,.,10,0,0,60,17,8,7,0,.,122,62,6,18,.,231,417,103,26,12,4,8,3,27,9,12,9,.,102,80,26,43,14,12,16,9,0,.,30,52,12,20,0,4
Kleinzschocher,0,.,6,4,13,10,4,5,.,.,4,.,0,13,13,11,8,14,3,0,.,0,0,20,14,3,4,0,.,31,29,3,.,3,75,121,251,51,8,7,6,19,29,11,42,15,3,30,48,24,27,9,.,11,0,0,.,13,14,6,4,0,3
Großzschocher,0,.,.,.,4,6,6,0,0,0,9,.,0,9,5,3,3,6,0,0,3,0,0,5,9,.,0,3,0,11,16,.,.,0,15,27,75,222,38,6,5,6,14,.,14,9,0,14,10,12,7,.,.,6,0,.,.,.,10,0,12,0,4
Knautkleeberg-Knauthain,0,4,3,.,0,6,4,3,3,.,.,0,0,.,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,8,0,4,0,24,10,24,20,60,10,.,0,3,0,6,3,0,7,5,.,5,.,0,5,4,.,.,9,5,0,.,0,.
Hartmannsdorf-Knautnaundorf,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,5,0,0,0,0,.,3,5,4,14,10,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schönau,.,3,.,0,5,0,4,0,0,.,8,.,0,3,.,8,0,6,0,0,.,0,0,.,.,0,5,0,0,4,0,0,4,.,0,9,11,12,.,0,104,21,31,5,8,29,0,.,10,3,8,7,.,5,.,0,0,3,.,.,9,0,0
Grünau-Ost,0,3,6,0,5,0,0,4,3,0,.,.,0,.,.,.,.,7,0,0,0,0,0,6,.,.,.,0,0,.,3,4,8,0,4,14,44,6,0,0,24,101,81,8,23,22,0,12,37,17,15,7,0,3,5,.,3,.,.,3,.,0,0
Grünau-Mitte,0,.,12,3,10,.,5,8,0,.,.,.,0,12,8,6,.,21,0,0,5,0,0,9,3,.,.,.,.,9,5,3,3,.,5,28,56,20,9,5,34,39,333,10,77,45,3,13,54,21,27,13,.,7,9,.,4,12,13,3,.,0,4
Grünau-Siedlung,.,0,5,0,.,0,7,0,0,0,0,.,0,.,0,.,.,.,0,0,.,0,0,.,.,0,0,0,.,.,.,.,0,.,3,9,17,5,.,0,3,4,21,13,15,3,0,3,4,.,3,0,0,0,0,0,0,.,0,0,0,0,0
Lausen-Grünau,0,.,11,11,4,.,6,13,5,3,6,.,.,4,13,13,4,12,0,0,.,0,.,16,9,3,.,0,0,10,10,6,13,0,9,31,63,33,18,.,47,34,100,20,466,76,10,17,45,20,28,21,11,15,8,4,5,9,7,4,13,0,4
Grünau-Nord,0,0,4,5,3,0,.,.,.,.,5,.,0,9,.,16,4,3,3,.,.,0,0,14,7,.,0,0,.,.,4,0,5,.,4,14,30,17,.,0,41,7,28,6,68,218,20,13,34,19,7,6,12,12,.,0,0,6,3,.,.,0,0
Miltitz,0,0,0,0,0,0,5,0,0,0,0,0,0,.,0,0,0,0,.,0,0,.,0,.,0,0,0,0,0,0,3,0,0,0,3,.,6,4,0,0,0,.,3,0,19,16,12,3,.,0,4,0,4,0,0,0,0,0,0,0,.,0,.
Lindenau,5,11,21,36,22,38,10,5,.,0,.,.,.,20,10,6,.,8,.,.,.,0,0,39,15,.,0,0,.,91,30,.,9,0,59,105,42,14,.,.,10,6,16,.,7,3,3,144,100,30,16,14,3,5,4,.,.,16,13,.,21,.,0
Altlindenau,7,9,35,28,31,40,18,18,14,12,12,.,0,39,38,14,6,24,4,.,4,0,0,46,20,.,3,3,.,85,40,6,5,3,85,150,55,20,9,.,16,4,20,3,27,18,5,163,556,43,111,45,17,16,4,7,3,33,34,8,12,0,5
Neulindenau,0,.,7,6,8,7,4,5,3,3,4,0,0,12,6,5,3,4,0,0,.,0,.,13,3,.,0,.,.,9,6,0,0,.,5,40,24,8,6,.,5,26,20,5,13,19,7,60,69,164,19,14,6,17,8,0,0,5,12,9,18,0,.
Leutzsch,.,4,4,10,11,29,10,8,.,.,9,0,.,13,11,12,.,7,0,0,6,0,0,20,9,.,3,.,0,21,14,5,3,.,12,16,22,3,.,0,6,.,9,.,14,17,.,39,135,21,222,45,5,12,12,4,8,20,38,4,12,0,0
Böhlitz-Ehrenberg,5,0,3,.,.,9,3,5,4,0,3,0,0,4,.,3,6,9,.,0,7,0,0,12,6,3,.,0,0,8,.,0,3,.,7,24,8,3,0,0,4,3,12,5,13,7,.,17,70,17,101,312,19,9,15,.,.,11,8,5,5,.,0
Burghausen-Rückmarsdorf,.,0,0,0,10,5,.,3,0,0,0,0,0,0,4,4,.,0,0,0,0,0,0,.,.,0,.,0,0,0,.,0,4,0,.,6,.,3,0,0,0,.,0,.,20,9,.,0,21,6,15,17,62,4,3,0,.,.,11,.,3,0,0
Möckern,.,5,11,21,22,10,26,19,5,10,20,11,5,13,21,14,14,18,.,3,5,0,3,30,12,0,6,0,.,12,9,0,.,4,9,15,7,.,.,0,4,9,15,.,13,16,.,13,24,5,21,10,0,410,95,18,25,116,62,34,35,0,12
Wahren,.,3,3,3,.,13,18,11,0,13,8,.,0,7,9,3,.,4,.,3,3,0,0,8,8,3,0,0,3,6,7,0,.,0,8,3,7,3,3,0,.,8,8,0,14,6,.,8,15,.,10,8,3,111,119,27,49,59,40,13,21,.,14
Lützschena-Stahmeln,0,0,.,.,.,6,0,.,0,.,.,0,0,.,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,.,0,.,0,3,.,0,0,0,.,0,.,0,6,3,0,5,4,0,0,4,0,14,17,38,5,11,13,.,.,0,.
Lindenthal,0,0,0,3,.,6,3,5,0,.,8,0,0,8,0,0,0,7,.,0,0,0,0,.,4,.,0,.,0,.,3,.,.,.,.,4,.,.,0,0,4,4,6,0,0,.,0,4,4,.,.,6,.,21,38,10,113,17,28,10,20,.,22
Gohlis-Süd,8,12,34,22,50,52,102,13,13,10,25,4,3,23,18,19,10,19,3,5,8,5,3,68,19,5,4,.,.,52,31,3,11,7,20,29,17,5,.,.,.,8,16,.,9,8,0,16,37,7,23,7,.,69,25,4,12,451,163,59,59,.,20
Gohlis-Mitte,7,7,19,21,37,35,68,18,9,20,14,8,0,12,12,14,5,18,3,.,6,0,0,35,21,.,.,.,.,44,14,.,6,11,12,17,8,4,.,.,.,4,6,0,7,5,0,9,43,5,11,6,3,73,16,10,23,200,364,69,102,0,18
Gohlis-Nord,.,.,3,4,5,6,11,12,7,7,22,3,.,9,9,4,6,10,0,.,.,0,0,5,8,.,.,.,0,3,7,.,6,.,.,.,4,.,0,0,.,4,7,0,4,6,0,3,11,4,10,0,0,43,6,.,7,53,108,145,51,4,20
Eutritzsch,4,10,17,13,12,15,42,32,9,13,23,7,.,20,16,11,9,14,0,.,3,.,0,36,15,4,.,3,4,25,20,4,12,9,6,15,6,5,.,0,11,4,13,.,17,6,.,7,22,3,19,6,3,28,9,.,8,83,125,26,380,3,35
Seehausen,0,.,0,0,.,7,0,.,0,.,.,0,0,3,3,3,0,.,.,0,.,0,0,3,3,0,0,0,.,0,0,0,.,.,0,0,0,0,0,0,0,0,.,0,0,0,0,.,0,0,5,.,0,.,.,0,3,8,4,9,7,61,.
Wiederitzsch,0,.,7,4,8,9,8,17,.,10,.,3,0,4,.,.,4,6,0,0,.,0,.,10,.,.,0,0,.,7,.,6,5,.,5,.,.,0,5,0,0,4,.,0,0,0,0,5,9,.,6,.,6,18,14,4,23,31,38,12,47,6,119
